Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","1991","1991","gigagrams","86.567","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","1992","1992","gigagrams","87.868","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","1993","1993","gigagrams","89.5949","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","1994","1994","gigagrams","91.4796","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","1995","1995","gigagrams","93.3192","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","1996","1996","gigagrams","94.1762","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","1997","1997","gigagrams","92.4037","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","1998","1998","gigagrams","90.593","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","1999","1999","gigagrams","89.962","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2000","2000","gigagrams","89","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2001","2001","gigagrams","88.1945","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2002","2002","gigagrams","87.584","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2003","2003","gigagrams","87.019","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2004","2004","gigagrams","85.878","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2005","2005","gigagrams","85.968","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2006","2006","gigagrams","87.5645","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2007","2007","gigagrams","87.384","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2008","2008","gigagrams","86.7205","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2009","2009","gigagrams","85.519","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2010","2010","gigagrams","84.9582","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2011","2011","gigagrams","83.6884","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2012","2012","gigagrams","81.9232","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2013","2013","gigagrams","80.8712","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2014","2014","gigagrams","79.269","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2015","2015","gigagrams","79.8361","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2016","2016","gigagrams","82.5756","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2017","2017","gigagrams","84.2561","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2018","2018","gigagrams","84.8659","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2030","2030","gigagrams","89.8651","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72256","Emissions (CH4) (Manure management)","961","Cattle, non-dairy","2050","2050","gigagrams","87.2793","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1980","1980","gigagrams","2109.303","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1981","1981","gigagrams","2172.5132","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1982","1982","gigagrams","2193.093","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1983","1983","gigagrams","2182.7822","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1984","1984","gigagrams","2153.907","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1985","1985","gigagrams","2070.621","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1986","1986","gigagrams","1986.705","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1987","1987","gigagrams","1927.611","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1988","1988","gigagrams","1877.358","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1989","1989","gigagrams","1820.574","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1990","1990","gigagrams","1802.283","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1991","1991","gigagrams","1817.907","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1992","1992","gigagrams","1845.228","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1993","1993","gigagrams","1881.4929","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1994","1994","gigagrams","1921.0716","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1995","1995","gigagrams","1959.7032","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1996","1996","gigagrams","1977.7002","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1997","1997","gigagrams","1940.4777","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1998","1998","gigagrams","1902.453","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","1999","1999","gigagrams","1889.202","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2000","2000","gigagrams","1869","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2001","2001","gigagrams","1852.0845","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2002","2002","gigagrams","1839.264","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2003","2003","gigagrams","1827.399","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2004","2004","gigagrams","1803.438","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2005","2005","gigagrams","1805.328","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2006","2006","gigagrams","1838.8546","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2007","2007","gigagrams","1835.064","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2008","2008","gigagrams","1821.1305","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2009","2009","gigagrams","1795.899","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2010","2010","gigagrams","1784.1222","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2011","2011","gigagrams","1757.4564","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2012","2012","gigagrams","1720.3872","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2013","2013","gigagrams","1698.2952","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2014","2014","gigagrams","1664.649","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2015","2015","gigagrams","1676.5581","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2016","2016","gigagrams","1734.0876","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2017","2017","gigagrams","1769.3781","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2018","2018","gigagrams","1782.1839","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2030","2030","gigagrams","1887.168","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72446","Emissions (CO2eq) from CH4 (Manure management)","961","Cattle, non-dairy","2050","2050","gigagrams","1832.8662","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1980","1980","gigagrams","25.6357","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1981","1981","gigagrams","26.4039","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1982","1982","gigagrams","26.654","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1983","1983","gigagrams","26.5287","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1984","1984","gigagrams","26.1778","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1985","1985","gigagrams","25.1656","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1986","1986","gigagrams","24.1457","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1987","1987","gigagrams","23.4275","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1988","1988","gigagrams","22.8167","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1989","1989","gigagrams","22.1266","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1990","1990","gigagrams","21.9043","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1991","1991","gigagrams","22.0942","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1992","1992","gigagrams","22.4262","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1993","1993","gigagrams","22.867","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1994","1994","gigagrams","23.348","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1995","1995","gigagrams","23.8175","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1996","1996","gigagrams","24.0362","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1997","1997","gigagrams","23.5838","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1998","1998","gigagrams","23.1217","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","1999","1999","gigagrams","22.9607","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2000","2000","gigagrams","22.7151","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2001","2001","gigagrams","22.5095","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2002","2002","gigagrams","22.3537","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2003","2003","gigagrams","22.2095","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2004","2004","gigagrams","21.9183","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2005","2005","gigagrams","21.9413","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2006","2006","gigagrams","22.3488","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2007","2007","gigagrams","22.3027","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2008","2008","gigagrams","22.1333","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2009","2009","gigagrams","21.8267","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2010","2010","gigagrams","21.6836","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2011","2011","gigagrams","21.3595","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2012","2012","gigagrams","20.9089","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2013","2013","gigagrams","20.6404","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2014","2014","gigagrams","20.2315","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2015","2015","gigagrams","20.3763","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2016","2016","gigagrams","21.0755","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2017","2017","gigagrams","21.5044","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2018","2018","gigagrams","21.66","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2030","2030","gigagrams","22.9359","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72346","Direct emissions (N2O) (Manure management)","961","Cattle, non-dairy","2050","2050","gigagrams","22.276","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1980","1980","gigagrams","3.8349","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1981","1981","gigagrams","3.9499","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1982","1982","gigagrams","3.9873","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1983","1983","gigagrams","3.9685","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1984","1984","gigagrams","3.916","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1985","1985","gigagrams","3.7646","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1986","1986","gigagrams","3.612","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1987","1987","gigagrams","3.5046","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1988","1988","gigagrams","3.4132","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1989","1989","gigagrams","3.31","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1990","1990","gigagrams","3.2767","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1991","1991","gigagrams","3.3051","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1992","1992","gigagrams","3.3548","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1993","1993","gigagrams","3.4207","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1994","1994","gigagrams","3.4927","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1995","1995","gigagrams","3.5629","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1996","1996","gigagrams","3.5957","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1997","1997","gigagrams","3.528","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1998","1998","gigagrams","3.4589","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","1999","1999","gigagrams","3.4348","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2000","2000","gigagrams","3.398","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2001","2001","gigagrams","3.3673","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2002","2002","gigagrams","3.344","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2003","2003","gigagrams","3.3224","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2004","2004","gigagrams","3.2788","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2005","2005","gigagrams","3.2823","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2006","2006","gigagrams","3.3432","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2007","2007","gigagrams","3.3363","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2008","2008","gigagrams","3.311","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2009","2009","gigagrams","3.2651","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2010","2010","gigagrams","3.2437","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2011","2011","gigagrams","3.1952","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2012","2012","gigagrams","3.1278","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2013","2013","gigagrams","3.0877","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2014","2014","gigagrams","3.0265","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2015","2015","gigagrams","3.0482","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2016","2016","gigagrams","3.1528","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2017","2017","gigagrams","3.2169","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2018","2018","gigagrams","3.2402","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2030","2030","gigagrams","3.4311","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72366","Indirect emissions (N2O) (Manure management)","961","Cattle, non-dairy","2050","2050","gigagrams","3.3323","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1980","1980","gigagrams","29.4706","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1981","1981","gigagrams","30.3538","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1982","1982","gigagrams","30.6413","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1983","1983","gigagrams","30.4972","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1984","1984","gigagrams","30.0938","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1985","1985","gigagrams","28.9302","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1986","1986","gigagrams","27.7577","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1987","1987","gigagrams","26.9321","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1988","1988","gigagrams","26.2299","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1989","1989","gigagrams","25.4366","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1990","1990","gigagrams","25.181","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1991","1991","gigagrams","25.3993","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1992","1992","gigagrams","25.781","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1993","1993","gigagrams","26.2877","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1994","1994","gigagrams","26.8407","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1995","1995","gigagrams","27.3804","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1996","1996","gigagrams","27.6319","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1997","1997","gigagrams","27.1118","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1998","1998","gigagrams","26.5806","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","1999","1999","gigagrams","26.3954","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72306","Emissions (N2O) (Manure management)","961","Cattle, non-dairy","2000","2000","gigagrams","26.1132","Fc","Calculated data"
